,page_id,page_name,page_ideo_full_year,week,Other,Trump,Clinton,Johnson
0,15704546335,Fox News,0.2111789656167364,2016-07-31,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-08-07,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-08-14,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-08-21,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-08-28,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-09-04,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-09-11,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-09-18,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-09-25,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-10-02,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-10-09,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-10-16,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-10-23,0,1,0,0
0,15704546335,Fox News,0.2111789656167364,2016-10-30,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-07-31,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-08-07,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-08-14,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-08-21,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-08-28,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-09-04,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-09-11,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-09-18,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-09-25,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-10-02,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-10-09,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-10-16,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-10-23,0,1,0,0
1,153080620724,Donald J. Trump,0.3772126505188968,2016-10-30,0,1,0,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-07-31,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-08-07,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-08-14,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-08-21,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-08-28,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-09-04,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-09-11,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-09-18,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-09-25,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-10-02,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-10-09,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-10-16,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-10-23,0,0,1,0
2,346937065399354,Occupy Democrats,-0.3184791713164933,2016-10-30,0,0,1,0
3,95475020353,Breitbart,0.8022055733235712,2016-07-31,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-08-07,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-08-14,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-08-21,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-08-28,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-09-04,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-09-11,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-09-18,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-09-25,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-10-02,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-10-09,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-10-16,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-10-23,0,1,0,0
3,95475020353,Breitbart,0.8022055733235712,2016-10-30,0,1,0,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-07-31,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-08-07,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-08-14,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-08-21,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-08-28,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-09-04,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-09-11,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-09-18,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-09-25,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-10-02,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-10-09,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-10-16,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-10-23,0,0,1,0
4,889307941125736,Hillary Clinton,-0.324314254645105,2016-10-30,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-07-31,1,0,0,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-08-07,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-08-14,1,0,0,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-08-21,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-08-28,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-09-04,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-09-11,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-09-18,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-09-25,0,0,0,1
5,17614953850,Funny Or Die,-0.3353432984525404,2016-10-02,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-10-09,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-10-16,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-10-23,0,0,1,0
5,17614953850,Funny Or Die,-0.3353432984525404,2016-10-30,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-07-31,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-08-07,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-08-14,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-08-21,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-08-28,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-09-04,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-09-11,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-09-18,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-09-25,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-10-02,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-10-09,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-10-16,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-10-23,0,0,1,0
6,7976226799,The Daily Show,-0.5380761128215723,2016-10-30,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-07-31,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-08-07,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-08-14,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-08-21,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-08-28,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-09-04,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-09-11,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-09-18,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-09-25,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-10-02,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-10-09,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-10-16,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-10-23,0,0,1,0
7,18468761129,The Huffington Post,-0.2928508662402197,2016-10-30,0,0,1,0
8,123624513983,Western Journalism,0.8759089964725298,2016-07-31,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-08-07,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-08-14,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-08-21,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-08-28,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-09-04,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-09-11,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-09-18,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-09-25,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-10-02,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-10-09,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-10-16,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-10-23,0,1,0,0
8,123624513983,Western Journalism,0.8759089964725298,2016-10-30,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-07-31,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-08-07,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-08-14,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-08-21,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-08-28,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-09-04,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-09-11,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-09-18,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-09-25,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-10-02,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-10-09,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-10-16,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-10-23,0,1,0,0
9,182919686769,The Daily Caller,0.9657392396932027,2016-10-30,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-07-31,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-08-07,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-08-14,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-08-21,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-08-28,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-09-04,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-09-11,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-09-18,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-09-25,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-10-02,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-10-09,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-10-16,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-10-23,0,1,0,0
10,69813760388,Sean Hannity,0.9755530115172052,2016-10-30,0,1,0,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-07-31,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-08-07,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-08-14,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-08-21,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-08-28,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-09-04,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-09-11,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-09-18,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-09-25,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-10-02,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-10-09,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-10-16,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-10-23,0,0,1,0
11,253546571389025,Bipartisan Report,-0.9413651102544808,2016-10-30,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-07-31,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-08-07,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-08-14,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-08-21,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-08-28,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-09-04,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-09-11,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-09-18,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-09-25,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-10-02,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-10-09,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-10-16,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-10-23,0,0,1,0
12,908009612563863,NowThis Election,-0.4227359653072497,2016-10-30,0,0,1,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-07-31,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-08-07,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-08-14,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-08-21,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-08-28,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-09-04,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-09-11,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-09-18,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-09-25,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-10-02,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-10-09,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-10-16,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-10-23,0,1,0,0
13,133279166727577,The Tea Party,1.1993635766919435,2016-10-30,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-07-31,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-08-07,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-08-14,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-08-21,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-08-28,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-09-04,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-09-11,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-09-18,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-09-25,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-10-02,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-10-09,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-10-16,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-10-23,0,1,0,0
14,519305544814653,Conservative Tribune,0.7899115349123239,2016-10-30,0,1,0,0
15,5550296508,CNN,-0.190887428521387,2016-07-31,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-08-07,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-08-14,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-08-21,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-08-28,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-09-04,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-09-11,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-09-18,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-09-25,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-10-02,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-10-09,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-10-16,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-10-23,0,0,1,0
15,5550296508,CNN,-0.190887428521387,2016-10-30,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-07-31,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-08-07,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-08-14,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-08-21,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-08-28,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-09-04,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-09-11,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-09-18,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-09-25,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-10-02,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-10-09,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-10-16,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-10-23,0,0,1,0
16,219367258105115,CNN Politics,-0.3092761260513246,2016-10-30,0,0,1,0
17,12795435237,Fox Business,0.7739908876578954,2016-07-31,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-08-07,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-08-14,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-08-21,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-08-28,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-09-04,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-09-11,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-09-18,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-09-25,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-10-02,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-10-09,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-10-16,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-10-23,0,1,0,0
17,12795435237,Fox Business,0.7739908876578954,2016-10-30,0,1,0,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-07-31,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-08-07,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-08-14,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-08-21,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-08-28,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-09-04,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-09-11,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-09-18,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-09-25,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-10-02,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-10-09,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-10-16,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-10-23,0,0,1,0
18,142474049098533,Robert Reich,-0.8037252884701189,2016-10-30,0,0,1,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-07-31,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-08-07,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-08-14,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-08-21,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-08-28,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-09-04,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-09-11,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-09-18,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-09-25,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-10-02,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-10-09,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-10-16,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-10-23,0,1,0,0
19,114364638621903,ForAmerica,0.7153617839801105,2016-10-30,0,1,0,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-07-31,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-08-07,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-08-14,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-08-21,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-08-28,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-09-04,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-09-11,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-09-18,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-09-25,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-10-02,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-10-09,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-10-16,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-10-23,0,0,1,0
20,43179984254,Daily Kos,-0.7525207520570283,2016-10-30,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-07-31,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-08-07,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-08-14,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-08-21,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-08-28,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-09-04,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-09-11,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-09-18,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-09-25,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-10-02,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-10-09,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-10-16,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-10-23,0,0,1,0
21,273864989376427,MSNBC,-0.7468604616037242,2016-10-30,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-07-31,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-08-07,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-08-14,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-08-21,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-08-28,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-09-04,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-09-11,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-09-18,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-09-25,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-10-02,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-10-09,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-10-16,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-10-23,0,0,1,0
22,108038612554992,Americans Against the Tea Party,-1.2577572356704545,2016-10-30,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-07-31,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-08-07,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-08-14,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-08-21,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-08-28,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-09-04,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-09-11,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-09-18,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-09-25,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-10-02,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-10-09,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-10-16,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-10-23,0,0,1,0
23,25987609066,The Rachel Maddow Show,-1.1078262983877685,2016-10-30,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-07-31,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-08-07,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-08-14,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-08-21,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-08-28,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-09-04,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-09-11,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-09-18,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-09-25,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-10-02,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-10-09,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-10-16,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-10-23,0,0,1,0
24,180213475460766,Liberal America,-0.9960355812337952,2016-10-30,0,0,1,0
25,107705785934333,The Federalist Papers,1.030432361695696,2016-07-31,0,1,0,0
25,107705785934333,The Federalist Papers,1.030432361695696,2016-08-07,0,1,0,0
