page_id,degree_centrality,eigenvector_centrality,closeness_centrality,unweighted_eigenvector_centrality
15704546335,0.07700000000000001,0.6548930032779552,0.35888552314008226,0.4402277243127867
346937065399354,0.06637000000000001,0.02585414288398949,0.3554683386041037,0.13513009867122852
18468761129,0.053460000000000014,0.01285755390620072,0.35213314128064865,0.1319969344801972
153080620724,0.05045,0.3825127791985213,0.3503485993330409,0.2607711786988498
205344452828349,0.049,0.0060478882800908546,0.3505540297754756,0.09753352037922863
199098633470668,0.048,0.007848771086756887,0.35012319255489943,0.06047925228191333
5281959998,0.04338,0.008038791053448074,0.3490665058912948,0.09249166119780394
179035672287016,0.03976,0.11813496482852225,0.345889269382844,0.23590005932189156
354522044588660,0.0388,0.006199137040650507,0.3477709659529985,0.08053379127361557
114517875225866,0.03662,0.003612669676706929,0.3465981746202537,0.06651811349769923
10643211755,0.035820000000000005,0.003846614077982355,0.346171353945092,0.07729956839018873
21785951839,0.035289999999999995,0.012229820282727974,0.34417287826575016,0.028158500569965723
341163402640457,0.03499,0.006409616133487981,0.34666044827428605,0.06161071434942289
339226922847416,0.03277,0.03136962230580664,0.3445668093951882,0.17454724121459952
12566691349,0.03266,0.02511429023987624,0.34581036806922555,0.08626623181718045
86680728811,0.031420000000000003,0.02892804267062271,0.3460725720269476,0.09224242354583988
131201286936061,0.03061,0.043789201852839264,0.3427665822766478,0.14724077703554056
9124187907,0.02926,0.0021993714374710844,0.34351832421048856,0.04981865691979975
21898300328,0.02806,0.003952912429798808,0.3433293855201096,0.05198002266015533
112723252096438,0.02736,0.1715742184243293,0.3400154218584996,0.1909842563694614
22067606728,0.027270000000000003,0.21714603744630198,0.3387644473215741,0.16875880882511962
889307941125736,0.027070000000000004,0.0035625296239217554,0.34138271378564433,0.04698838432345947
228735667216,0.026400000000000003,0.009501013316765144,0.34429850306923115,0.053436958566213194
5550296508,0.025540000000000004,0.012237106650026744,0.3442845402291589,0.060432869706916505
407570359384477,0.023440000000000003,0.0017188239238644886,0.34216700186526217,0.03605688478271417
59306617060,0.023209999999999998,0.015324196240475985,0.3432794071215446,0.06146945776419216
124955570892789,0.02259,0.001815338213189152,0.3404026179410349,0.03665393170275622
155869377766434,0.021380000000000003,0.01419990608591281,0.3429493601036853,0.062488090686478676
123624513983,0.021290000000000003,0.15155014199978914,0.3388915654666413,0.15051194686013797
307188559330028,0.021210000000000003,0.039790054947767904,0.3389700476697217,0.08727472137967103
226821494115353,0.02115,0.1534917532793386,0.33836478261425634,0.12863412647768746
129255907131113,0.02026,0.025842610571336168,0.3374206889513687,0.10842056321634291
95475020353,0.02023,0.28122982322260703,0.3387455229906807,0.1401628139296221
134486075205,0.02,0.006340105300093745,0.3424402827590112,0.05173075712940855
6250307292,0.01957,0.005009133280809882,0.3419051724089057,0.044907078872282624
177486166274,0.0192,0.004528941082442415,0.33732951808661665,0.03951750017615518
20950654496,0.01869,0.00232215773918831,0.3395204425607956,0.02668855481581729
164305410295882,0.0186,0.007645047198253827,0.34152554369639004,0.03413030648277598
519305544814653,0.018070000000000003,0.08631875063224892,0.3379149404879452,0.11639341375951805
165297924363,0.017830000000000002,0.002340987153418319,0.3402361792381509,0.022147438264673806
107705785934333,0.017830000000000002,0.11080292948636307,0.338410642101181,0.11460939428417528
184859785026060,0.017810000000000003,0.048789623893031285,0.3367648222001304,0.10464817871795429
24085780715,0.01769,0.00045246364721070496,0.3361141616732645,0.02815625015023895
295199098300,0.017300000000000003,0.0025068133296145363,0.33986568809865353,0.03114976766945051
95926963131,0.016059999999999998,0.008801554386186204,0.3408454269835245,0.039245801428325094
69813760388,0.01555,0.11246851996342697,0.3345116377530142,0.11438156006044328
157750900979288,0.015360000000000004,0.0008342498654871031,0.33732951808661665,0.022456570940777836
721683147909323,0.015330000000000003,0.03542262693240402,0.3338276348131246,0.09348408140035776
133961323610549,0.01517,0.21521901002126048,0.3329896154432173,0.09897207677456253
7331091005,0.014990000000000003,0.00624090815809929,0.3400971504410197,0.024410436284953582
513813158657249,0.014759999999999999,0.04180117899428672,0.3337383950356029,0.08584675705573099
235203259169,0.014350000000000003,0.07819644209181109,0.3364471774560944,0.09019214302121656
325935647511804,0.014310000000000003,0.026269160976472115,0.3334211930860058,0.0846534353467725
24718773587,0.01399,0.026928592876055025,0.336257943576162,0.07980202323400483
38471053686,0.013970000000000002,0.00037795495404935585,0.3313002759020101,0.023318478040349432
21124264380,0.013909999999999999,0.0010573471510578949,0.3386995727027005,0.013981900592285525
7976226799,0.013840000000000002,0.0010001651526799168,0.33611948473618003,0.02614250872417756
159207208524,0.013540000000000002,0.004586054810479167,0.3390431499907604,0.03296497719066234
219856014723410,0.01346,0.003692395058866578,0.3384646103562943,0.02121366658666445
34226391050,0.013370000000000002,0.030198000499256618,0.3397079298402045,0.06537192539242302
62507427296,0.013219999999999999,0.001157232074914765,0.3353202560246568,0.024395755069965643
440106476051475,0.01315,0.06313347805532271,0.3324263268519076,0.09608047153095554
618786471475708,0.012980000000000002,0.000846607786961289,0.3390539826459405,0.02420426181520739
138691142964027,0.01293,0.02438690609358344,0.3366980403540381,0.07020317721721142
122560544447547,0.01242,0.013014988871575862,0.3387644473215741,0.025477791732884534
532854420074062,0.012329999999999999,0.025564336593206918,0.3389971189275419,0.06611813953501745
174742062548592,0.012329999999999999,0.0013864886640460718,0.3378423238200063,0.023649833764455345
997108126967413,0.012220000000000002,0.004002142253647525,0.3387968939514817,0.022290360059034918
13652355666,0.01207,0.013357919715584518,0.3399310102458015,0.039828015698547166
18807449704,0.01185,0.0019745841561130853,0.33867795335104545,0.023893996103903768
22156858944,0.01174,0.0016705876853929393,0.33837287456170617,0.01574655200455795
114270361928171,0.01162,0.004590971029644952,0.3338959092041284,0.026193353829523654
43179984254,0.011559999999999999,0.0041971630115408935,0.3375414320768582,0.026629028251430743
182919686769,0.011500000000000002,0.07377123228663768,0.3364738472283119,0.09610693921524928
36019593759,0.01149,0.03684230244034027,0.3348441254379549,0.07936765048525489
68771922854,0.01135,0.003682311026996753,0.33690916143656824,0.01813566312400813
389658314427637,0.01135,0.06358608590743693,0.33312550717223405,0.08703165117210505
169204449790211,0.01134,0.10713530803747537,0.33154351943226323,0.0958988270528382
133352176797969,0.01128,0.04586091093818345,0.33352598649615955,0.06355487833447883
221573484697614,0.011070000000000002,0.06106699013381017,0.3315409298554497,0.0830348609269824
153213781413350,0.01083,0.0023633803037039713,0.33684232233776323,0.025051405446798163
142125212473533,0.01079,0.034248432830443584,0.32738059070773834,0.07680080081579883
142474049098533,0.01059,0.0010123347615651245,0.33432720752812417,0.019268416739353273
146422995398181,0.010459999999999999,0.0031934941250347467,0.3360050760268286,0.02574263786524922
89033370735,0.01026,0.0024191450649838947,0.33714196841531363,0.020487567815858542
289079127883350,0.0102,0.028584110460744813,0.33087932626625843,0.07613096995536503
136264019722601,0.01014,0.0752687895242221,0.32957936245569003,0.06726339134948385
228702593913193,0.01006,0.09161274183658358,0.3237401155427924,0.07816645621787852
529525930430284,0.010010000000000002,0.015019003175634519,0.3307091845035,0.06678995208670384
868219436604578,0.00994,0.00972503214852992,0.3310109194010468,0.03867187914354582
10128918116,0.00992,0.0005520685639035488,0.33091543945204904,0.017217978821268774
92925746942,0.00982,0.06966585423379096,0.33028202469220835,0.07467947801474634
158924294183807,0.00976,0.06415485061368355,0.3269922059717068,0.06304640114104973
610045389164725,0.00969,0.0041601464342407215,0.33108579356187096,0.0198599364919112
169676909894983,0.00966,0.030218772877404237,0.33316211235955034,0.0368568227770348
591402597574018,0.009609999999999999,0.03036473206969593,0.3300893924972061,0.07296648547466053
9258148868,0.00949,0.0006167835458288802,0.3337856336795385,0.017295964944011068
56845382910,0.00934,0.004144265870793668,0.3327155563607615,0.02400739522410103
160389977329803,0.00927,0.0008212445484039907,0.3362153287080652,0.01606622207972903
