page_id,degree_centrality,eigenvector_centrality,closeness_centrality,unweighted_eigenvector_centrality
346937065399354,0.08946000000000001,0.936865128835174,0.3621311927304128,0.42424557727401097
15704546335,0.07917,0.009471645961647715,0.3591326342177236,0.22333340960248857
889307941125736,0.07279000000000001,0.17136193361742227,0.3559504035856339,0.32860923660536173
18468761129,0.060780000000000015,0.09894098547857913,0.35299281859144793,0.2686250724096045
153080620724,0.05997,0.0074839634231789924,0.3523986339386681,0.15364780908734632
114517875225866,0.054000000000000006,0.07866508908824822,0.3518945787753923,0.21623253163058628
205344452828349,0.0476,0.03874374809070514,0.34954723080075545,0.17010164443922235
62507427296,0.04222,0.06505182756852583,0.3466974303275092,0.18654580831610876
339226922847416,0.040490000000000005,0.009169773522727204,0.34754415076360345,0.10809875369035882
199098633470668,0.039720000000000005,0.006523048190399364,0.34701792331204495,0.06406482413686464
5281959998,0.037520000000000005,0.03800488173406899,0.3461297357278862,0.15911813363487137
124955570892789,0.036789999999999996,0.0232489688681723,0.34416008186309044,0.1339408280050528
21785951839,0.0332,0.010021575304776714,0.3432215066137289,0.03659797064051657
21898300328,0.033089999999999994,0.01945290439995437,0.34553921829092904,0.10422075373798768
133961323610549,0.03132,0.0025232440022809033,0.3402686540404874,0.08544723558421982
22067606728,0.031219999999999998,0.0024966734410573573,0.34318363732824464,0.0882250139972768
179035672287016,0.03112,0.001565842066379243,0.3406652918482005,0.08432512454248202
184859785026060,0.031039999999999998,0.0037218198406590007,0.3418419870380644,0.08177238457995044
5550296508,0.03078,0.040358640529552604,0.3452378715693567,0.1138542683546563
10643211755,0.02985,0.0289932897439007,0.3429322890533536,0.11986502090027308
341163402640457,0.028950000000000007,0.015215901978342515,0.3444867993168889,0.08063002288713152
354522044588660,0.02711,0.02043401597581288,0.3439100178714036,0.09090376304656758
131201286936061,0.0268,0.0006756309597758655,0.3387229107430552,0.06052818625142688
95475020353,0.024569999999999998,0.0049451105166014,0.3407639291624792,0.08032045419584752
407570359384477,0.02438,0.009191989878680938,0.34305656582265764,0.07027848445220998
9124187907,0.02424,0.027529521444091824,0.3413837160910373,0.09087476279522294
164305410295882,0.023080000000000003,0.007359001115703172,0.3429538959360984,0.05447764735371522
389658314427637,0.02259,0.002204620094370935,0.33907370165233514,0.06756952460886027
86680728811,0.022410000000000003,0.01780191202125016,0.34302954147199594,0.06730214527476087
228735667216,0.02239,0.010013317952825954,0.34211861580709146,0.06815915783712627
69813760388,0.02213,0.0023246130719963114,0.33780585616590564,0.07361557241333137
