page_id,degree_centrality,eigenvector_centrality,unweighted_eigenvector_centrality,closeness_centrality
346937065399354,0.10071240976929247,0.8973086667087973,0.608437900073387,0.36140174467360564
15704546335,0.0709736266846997,0.017596150152579808,0.18988737134388184,0.35436636022944523
18468761129,0.059021498104958554,0.07974356600194292,0.2797307525453072,0.34951716426740065
205344452828349,0.04967996603079246,0.026738458443426844,0.18716422180305434,0.3489240541784071
114517875225866,0.045308003208202934,0.10024270340872055,0.1966676549192852,0.34664142531313563
199098633470668,0.04302766288706811,0.010415139328852897,0.07361838727810899,0.34632930114839394
21785951839,0.0429175774922547,0.021772607513211382,0.05747704949283314,0.34112924830610075
131201286936061,0.04165945869438722,0.0015448590456685078,0.082149554082411,0.3369420388375594
339226922847416,0.03560476197964993,0.005898288621072391,0.09418442367817915,0.3423724333016555
10643211755,0.03497570258071618,0.03391164238166862,0.14304604092183018,0.34192126952747304
95475020353,0.03308852438391495,0.019529161451128433,0.09251799208173946,0.33983146435640965
5550296508,0.03091826945759353,0.035961556686975545,0.12869198906882787,0.34519206880307873
179035672287016,0.030792457577806784,0.0026471179013420566,0.07860484170803356,0.33437469729898633
354522044588660,0.030084765754006322,0.01769708552488795,0.1171825630485373,0.3428068158583243
341163402640457,0.02833912592196518,0.013028105538635794,0.09668397678517188,0.34339732819789076
86680728811,0.028291946467045147,0.022304581902112836,0.10158881364366643,0.3452941502530379
59306617060,0.027615707613191372,0.02378681234046462,0.07388033809715497,0.34399711730227683
21898300328,0.02637331530029723,0.01259436647496044,0.0853230872856042,0.3413465099334752
62507427296,0.026263229905483822,0.020096822301718373,0.11881804852012688,0.33382841709713984
69813760388,0.025524085111736674,0.004249600539746851,0.06831706651840937,0.33503946494100684
177486166274,0.023353830185415255,0.10004438868934526,0.12963106165838553,0.33407743586283123
31732483895,0.023133659395788445,0.004020005443310825,0.06121797573187267,0.340131981152813
7976226799,0.02270904430150817,0.01549886023928542,0.09648064338067709,0.33223061630803397
5281959998,0.02193844653781433,0.02266133660985945,0.09276435573746292,0.33823530171436067
164305410295882,0.021922720052840988,0.007880618701257367,0.05505168334321745,0.3425948718776094
226821494115353,0.019894003491279663,0.004093480492451719,0.05403142309625992,0.33132155770813965
20950654496,0.019076226272665794,0.006218947927464689,0.05298459136749582,0.33198097104395197
997108126967413,0.019076226272665794,0.004937931759576033,0.04403400597016518,0.3417104187926793
295199098300,0.018824602513092297,0.00566015758318677,0.04585886579861209,0.3378368556147726
107705785934333,0.01825844905405193,0.005103775286534465,0.05765961551654687,0.33110680604019027
389658314427637,0.01803827826442512,0.0024722611448470427,0.053260124223898433,0.33288348821854935
112723252096438,0.01775520153490493,0.004189954018691,0.0615794807497074,0.32738993228996693
142474049098533,0.017739475049931588,0.026065421047517637,0.08419656287313113,0.3259797396469184
157750900979288,0.01753503074527812,0.008438923345000005,0.0566445043939165,0.32888845772295827
228735667216,0.017409218865491374,0.005145829002232806,0.05501334157241756,0.34033380207164454
407570359384477,0.017283406985704623,0.007987923354622369,0.05789059749585422,0.33679972420607995
12566691349,0.01700033025618444,0.006817346822613703,0.04179631339160189,0.33891201074376864
24085780715,0.016559988676930818,0.008813502652732593,0.05440687581241389,0.32458486585529156
6250307292,0.016324091402330664,0.02910415564412293,0.08599835441026375,0.33945039639932706
155869377766434,0.016292638432383977,0.019236159645746802,0.07446978735920856,0.3410296142406499
169676909894983,0.016072467642757167,0.001853293772196392,0.028610592654553478,0.32823466957560327
184859785026060,0.015506314183716797,0.0026195731341429143,0.045364441476256186,0.3308521497369696
56845382910,0.015380502303930049,0.05108246948218887,0.08783223405500304,0.3355966087560783
7331091005,0.015034519634516488,0.00587928858978804,0.030037054646127794,0.3375752315835989
43179984254,0.015003066664569801,0.09917590801276982,0.08805134500529492,0.33324315317366127
38423635680,0.014971613694623114,0.01695276267357382,0.06681327418309298,0.31728618732745595
182919686769,0.014814348844889677,0.015969138755446435,0.05764395333180366,0.33584137350955734
529525930430284,0.01456272508531618,0.0009006801283837389,0.03928594785296899,0.3220874442481492
721683147909323,0.014389733750609401,0.0013095680515101398,0.03729801249297824,0.32544108570071756
160389977329803,0.014358280780662713,0.008525460963097845,0.05954206723614881,0.33823530171436067
423006854503882,0.014122383506062559,0.0013207253139354165,0.023529823842848113,0.33020721377257006
799539910084929,0.01399657162627581,0.009523163246114325,0.049602312084177085,0.3251400870038228
10513336322,0.013870759746489061,0.004084096706814406,0.03971447449952739,0.32717697124280354
513813158657249,0.013870759746489061,0.0021201255682935746,0.03705167424028984,0.3315567615399508
114288853688,0.013666315441835594,0.007611400216142093,0.04907255202453375,0.3396725821133339
13312631635,0.01343041816723544,0.007140118117760307,0.03801547762426441,0.3353074882660881
123624513983,0.0131630679226886,0.008849791682491635,0.045435071003838735,0.32762615146367224
133352176797969,0.013084435497821881,0.0014109211703141123,0.03223852355332202,0.32296561290152415
610045389164725,0.013052982527875194,0.17650144478879048,0.07265782868464253,0.33160047902395084
15779440092,0.012534008523754855,0.001326175781997008,0.04012768565471471,0.32982744699422323
20446254070,0.012392470158994763,0.005631947518482309,0.034491388505226976,0.33681360326793236
114270361928171,0.012266658279208014,0.09624589819347992,0.07607828490558671,0.328627290831868
150354326163,0.012235205309261326,0.0006975157634904642,0.020880451231302482,0.3309258257425389
440106476051475,0.012188025854341296,0.0012133866873885557,0.0392835021289096,0.3196812917737378
307188559330028,0.012140846399421265,0.0009719814600340182,0.023634856137075496,0.3290605917065079
1425604894326440,0.01212511991444792,0.005048415051125674,0.03248817306841344,0.339027988638831
451075468389015,0.011826316699954393,0.0014307335529530109,0.02669536979175556,0.32027317817798184
325935647511804,0.01163759888027427,0.0014276295564989543,0.033657650493738867,0.32354731984530355
197535293612901,0.011621872395300926,0.009327994691905291,0.02073169400753952,0.33046755848428083
36019593759,0.011606145910327582,0.0007794676283985405,0.028949680878049392,0.3239159635042245
29259828486,0.011433154575620802,0.009110572655411072,0.04436958831764835,0.31719383753343217
158924294183807,0.011417428090647459,0.0013593193741457598,0.03169187583071636,0.3206658430524093
221573484697614,0.011212983785993991,0.001060016150761605,0.03630665081168378,0.3225004787019323
253546571389025,0.011197257301020648,0.1367554788304036,0.07044267257251637,0.3330903703277405
146422995398181,0.011181530816047305,0.10072040201537584,0.0727888250819215,0.33365466524205895
545775132233909,0.011055718936260556,0.008469779315251983,0.05380326176867476,0.3215267798470564
22561081832,0.01102426596631387,0.0008646404768915901,0.023273810283693536,0.3275079992828288
39795225543,0.011008539481340524,0.01984074597295967,0.02489114386679561,0.33677543859997516
62317591679,0.010867001116580432,0.045307035059626875,0.05555547437307639,0.3368170732121277
166618413413767,0.010867001116580432,0.0010295491625046112,0.03711607633355973,0.31726463423267204
