page_id,degree_centrality,eigenvector_centrality,unweighted_eigenvector_centrality,closeness_centrality
346937065399354,0.08664179342453522,0.06033134272129189,0.4409481647768075,0.3589093214965124
15704546335,0.07788832552058421,0.6756698762565071,0.3026872989917204,0.35577071524668624
341163402640457,0.07777671481871233,0.011569876033630045,0.3440184481081945,0.3570898867698983
179035672287016,0.05271214005548647,0.1248705608593917,0.2033277166519348,0.34638550982939476
18468761129,0.048534710928282154,0.012918856539348102,0.18085117816498306,0.3470412959994837
199098633470668,0.04716349373385631,0.007656385930060153,0.11408272876394251,0.3462776919113859
205344452828349,0.04694027233011257,0.006839249030972384,0.14628786741327438,0.347947067007474
114517875225866,0.04062629548136101,0.0100470601375978,0.16357758911901493,0.3454212571869078
21785951839,0.039255078286935176,0.01446081636816635,0.06268202334475628,0.3359050445103858
354522044588660,0.03665614337191875,0.005519326625919217,0.13156851606954076,0.34522535633266277
5550296508,0.03574731337096209,0.015184210398678028,0.1328326146692915,0.3467503573693318
10643211755,0.03434420740457285,0.006297756202899211,0.11118562446998685,0.3412704289416618
7976226799,0.03329187792978092,0.0033761543219286818,0.12545857278783815,0.3407189929030078
339226922847416,0.030358110909148892,0.04023074357403514,0.11996222861481406,0.34136792652473863
86680728811,0.03002327880353328,0.027619626054148992,0.10507118802207902,0.34567292753747414
142474049098533,0.030007334417551584,0.003221428492630721,0.0976701306063863,0.3376770182434766
908009612563863,0.0299435568736248,0.0032800831853704057,0.12245034891811503,0.3411729870349612
21898300328,0.028779616696961004,0.005262532473683992,0.08658652173073914,0.3423859403355726
164305410295882,0.026977901081029373,0.00896600641601044,0.09290686062405379,0.34347585384549867
95475020353,0.026515513887560193,0.4969507747437831,0.1149712265620509,0.3389399590271576
407570359384477,0.026228514939889667,0.002541385740680797,0.10772086903107518,0.34014781701055385
107705785934333,0.02441085493797634,0.21580656784691557,0.10959915240359898,0.3394534990162141
131201286936061,0.023502024937019677,0.03737047861516751,0.07045016912410206,0.33160312875805575
997108126967413,0.023023693357568802,0.008705474872277855,0.05825530553880781,0.34258954455193213
184859785026060,0.02299180458560541,0.0670429778635844,0.09510232258626135,0.3344945567651633
5281959998,0.022768583181861667,0.00343823261481077,0.06976651787967003,0.3370244238764808
59306617060,0.021971363882776877,0.009847802625501511,0.06321032502634932,0.34245135815049516
112723252096438,0.02171625370706974,0.1155549395318973,0.10998476477380012,0.33570930583448666
7331091005,0.021285755285563954,0.006899343539152649,0.05609351117447107,0.3402231455507983
160389977329803,0.021078478267801907,0.0019406814586065098,0.07857755381018527,0.3388901143919579
20950654496,0.021062533881820212,0.0018468218691356118,0.05149143481951744,0.3364901228644736
799539910084929,0.020871201250039863,0.003203984452023969,0.06583081738541512,0.3313715218931994
226821494115353,0.02007398195095507,0.09939232025264329,0.08279644009309084,0.3325773663484733
177486166274,0.01930865142383367,0.0075782240774907444,0.08136333392369213,0.33301334654569104
69813760388,0.018973819318218055,0.13229951005581017,0.08090226447449561,0.3314464181143861
721683147909323,0.018718709142510923,0.04567072515738317,0.07219808887461569,0.32456087402667955
157750900979288,0.01769826843968239,0.0011099334974807784,0.04867807201962473,0.3333712219064841
513813158657249,0.017666379667718998,0.0608126956339421,0.06994864091478427,0.3310179247509311
169676909894983,0.017347491948085082,0.07666276410899207,0.047493007692869904,0.3338334661272131
182919686769,0.01715615931630473,0.08703001152135108,0.08952573288256248,0.3368519968676586
295199098300,0.017092381772377947,0.00220383519286531,0.03673300766914477,0.33666920596491595
228735667216,0.01669377212283555,0.0038002104123732554,0.0518574850646222,0.3394356416892873
34226391050,0.015912497209732455,0.022903961123054112,0.06841744003427568,0.3399327762967958
183356311699411,0.01584871966580567,0.009507168406231838,0.04668461950316857,0.33138513687021726
129255907131113,0.015561720718135146,0.03266653520670346,0.06224841440156093,0.32904627372586615
155869377766434,0.014923945278867312,0.007269703113103669,0.05596166698891965,0.340514011293472
219856014723410,0.014923945278867312,0.005590515866572214,0.04717628520445804,0.3319033363167804
12566691349,0.014286169839599478,0.007571538273758835,0.03372232707794338,0.33796000460921216
389658314427637,0.01401511527791065,0.06743957473296962,0.06882643309750824,0.3281359655814237
13312631635,0.013839727032111995,0.0019647877849935567,0.03559166523108999,0.3343766842170723
15139936162,0.013616505628368252,0.07597143998979675,0.06010311197934433,0.3244107473252353
62507427296,0.013409228610606207,0.0014313952155051023,0.0478874358215709,0.33066169235815024
122560544447547,0.01339328422462451,0.002347603175326667,0.030805369886493142,0.33830376242607274
307188559330028,0.013233840364807552,0.04700054736206945,0.03880067738177751,0.3269620561050754
56845382910,0.012978730189100418,0.004802821695255613,0.05541466272365361,0.33451189797293795
423006854503882,0.012851175101246852,0.061445908240658736,0.03621846277883563,0.3332610245126902
114364638621903,0.01270767562741159,0.029785166407338803,0.05183004211340626,0.32494334491615046
17614953850,0.012691731241429893,0.0017715942965540938,0.035548211494576085,0.33613602975650925
123624513983,0.01243662106572276,0.11371145837380413,0.06493929765809511,0.33162017145324096
235203259169,0.012133677732070539,0.1073522833678586,0.05291240364387034,0.32378887784903504
158924294183807,0.012022067030198667,0.06850469852952755,0.05015762410089042,0.3288115209392868
610045389164725,0.011814790012436622,0.016006807054895374,0.04527810909299306,0.3265549876005871
6250307292,0.011177014573168787,0.00554295905959206,0.04590059955796836,0.3370138620480732
868219436604578,0.011145125801205396,0.012757822071934401,0.0290858976354898,0.3220178266641381
20446254070,0.01101757071335183,0.001970036152031068,0.03594893900256349,0.33170200078139456
440106476051475,0.01085812685353487,0.03759778820919126,0.054373250487714124,0.3229494083965645
36019593759,0.010842182467553176,0.06109696145829978,0.04221435386835069,0.32327949015992624
43179984254,0.010523294747919259,0.007155383892175948,0.04891511783391868,0.3275097201214127
325935647511804,0.01047546158997417,0.06651248645687173,0.04871023131090422,0.32179941150067326
